call_id,issue_type,call_duration_seconds,duration_ratio,num_turns,transcript_text,csat_score,csat_range,resolution_status,repeat_contact,emotional_arc
246,delivery,670,1.34,41,Turn 1: CUSTOMER: please check again | Turn 2: AGENT: I will resolve this for you | Turn 3: CUSTOMER: still confused | Turn 4: AGENT: I completely understand | Turn 5: CUSTOMER: really appreciate your help | Turn 6: AGENT: I apologize for the inconvenience | Turn 7: CUSTOMER: I waited so long | Turn 8: AGENT: happy to resolve this | Turn 9: CUSTOMER: third time calling | Turn 10: AGENT: happy to resolve this | Turn 11: CUSTOMER: this should not happen | Turn 12: AGENT: glad to help | Turn 13: CUSTOMER: this should not happen | Turn 14: AGENT: let me verify your details | Turn 15: CUSTOMER: I already tried that | Turn 16: AGENT: thanks for waiting | Turn 17: CUSTOMER: I already tried that | Turn 18: AGENT: I appreciate your patience | Turn 19: CUSTOMER: this is really frustrating | Turn 20: AGENT: is there anything else | Turn 21: CUSTOMER: thanks for the support | Turn 22: AGENT: I apologize for the inconvenience | Turn 23: CUSTOMER: really appreciate your help | Turn 24: AGENT: glad to help | Turn 25: CUSTOMER: I called yesterday also | Turn 26: AGENT: we are working on it | Turn 27: CUSTOMER: third time calling | Turn 28: AGENT: thank you for calling | Turn 29: CUSTOMER: still confused | Turn 30: AGENT: I apologize for the inconvenience | Turn 31: CUSTOMER: thanks that solved it | Turn 32: AGENT: I can help you with that | Turn 33: CUSTOMER: I called yesterday also | Turn 34: AGENT: I will escalate this | Turn 35: CUSTOMER: this is annoying honestly | Turn 36: AGENT: glad to help | Turn 37: CUSTOMER: thanks that solved it | Turn 38: AGENT: thanks for waiting | Turn 39: CUSTOMER: okay that helps | Turn 40: AGENT: let me check that for you | Turn 41: CUSTOMER: finally someone answered,3,medium,unresolved,yes,fall
1204,payment,347,0.86,30,Turn 1: CUSTOMER: this should not happen | Turn 2: AGENT: I will escalate this | Turn 3: CUSTOMER: this makes no sense | Turn 4: AGENT: I will resolve this for you | Turn 5: CUSTOMER: third time calling | Turn 6: AGENT: this should work now | Turn 7: CUSTOMER: I called yesterday also | Turn 8: AGENT: we will fix this | Turn 9: CUSTOMER: okay that helps | Turn 10: AGENT: thanks for waiting | Turn 11: CUSTOMER: I already tried that | Turn 12: AGENT: I will resolve this for you | Turn 13: CUSTOMER: I need this resolved today | Turn 14: AGENT: sorry for the trouble | Turn 15: CUSTOMER: I don't understand the problem | Turn 16: AGENT: I understand your frustration | Turn 17: CUSTOMER: okay that helps | Turn 18: AGENT: thank you for your patience | Turn 19: CUSTOMER: this should not happen | Turn 20: AGENT: glad to help | Turn 21: CUSTOMER: I am getting upset now | Turn 22: AGENT: your issue is important to us | Turn 23: CUSTOMER: nothing is working | Turn 24: AGENT: I appreciate your patience | Turn 25: CUSTOMER: this is really frustrating | Turn 26: AGENT: thank you for your patience | Turn 27: CUSTOMER: please check again | Turn 28: AGENT: I apologize for the inconvenience | Turn 29: CUSTOMER: I need this resolved today | Turn 30: AGENT: I completely understand,1,low,unresolved,yes,v_shape
2313,account,427,1.01,36,Turn 1: CUSTOMER: third time calling | Turn 2: AGENT: glad to help | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: I apologize for the inconvenience | Turn 5: CUSTOMER: third time calling | Turn 6: AGENT: let me check that for you | Turn 7: CUSTOMER: I waited so long | Turn 8: AGENT: we will fix this | Turn 9: CUSTOMER: this keeps happening | Turn 10: AGENT: thank you for calling | Turn 11: CUSTOMER: this is really frustrating | Turn 12: AGENT: happy to resolve this | Turn 13: CUSTOMER: I don't understand the problem | Turn 14: AGENT: I will escalate this | Turn 15: CUSTOMER: really appreciate your help | Turn 16: AGENT: let me check that for you | Turn 17: CUSTOMER: I called yesterday also | Turn 18: AGENT: I can help you with that | Turn 19: CUSTOMER: can you please help me | Turn 20: AGENT: thank you for your patience | Turn 21: CUSTOMER: finally someone answered | Turn 22: AGENT: I apologize for the inconvenience | Turn 23: CUSTOMER: I already tried that | Turn 24: AGENT: happy to resolve this | Turn 25: CUSTOMER: I don't understand the problem | Turn 26: AGENT: I understand your frustration | Turn 27: CUSTOMER: I already tried that | Turn 28: AGENT: glad to help | Turn 29: CUSTOMER: okay that helps | Turn 30: AGENT: we are working on it | Turn 31: CUSTOMER: this is really frustrating | Turn 32: AGENT: thank you for your patience | Turn 33: CUSTOMER: I am not happy with the service | Turn 34: AGENT: we will fix this | Turn 35: CUSTOMER: third time calling | Turn 36: AGENT: I apologize for the inconvenience,4,high,resolved,yes,rise
1410,complaint,421,0.86,25,Turn 1: CUSTOMER: my issue is still not fixed | Turn 2: AGENT: I will escalate this | Turn 3: CUSTOMER: really appreciate your help | Turn 4: AGENT: I completely understand | Turn 5: CUSTOMER: okay that helps | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: I need this resolved today | Turn 8: AGENT: I can help you with that | Turn 9: CUSTOMER: thanks that solved it | Turn 10: AGENT: let me verify your details | Turn 11: CUSTOMER: can you please help me | Turn 12: AGENT: sorry for the trouble | Turn 13: CUSTOMER: thanks that solved it | Turn 14: AGENT: we will fix this | Turn 15: CUSTOMER: I don't understand the problem | Turn 16: AGENT: let me verify your details | Turn 17: CUSTOMER: why is this happening again | Turn 18: AGENT: we are working on it | Turn 19: CUSTOMER: I need this resolved today | Turn 20: AGENT: is there anything else | Turn 21: CUSTOMER: this should not happen | Turn 22: AGENT: I appreciate your patience | Turn 23: CUSTOMER: why is this happening again | Turn 24: AGENT: I apologize for the inconvenience | Turn 25: CUSTOMER: this is taking too long,3,medium,unresolved,yes,fall
1091,billing,515,1.05,37,Turn 1: CUSTOMER: third time calling | Turn 2: AGENT: let me check that for you | Turn 3: CUSTOMER: can you please help me | Turn 4: AGENT: thank you for calling | Turn 5: CUSTOMER: I need this resolved today | Turn 6: AGENT: this should work now | Turn 7: CUSTOMER: third time calling | Turn 8: AGENT: glad to help | Turn 9: CUSTOMER: I waited so long | Turn 10: AGENT: I can help you with that | Turn 11: CUSTOMER: this is really frustrating | Turn 12: AGENT: I can help you with that | Turn 13: CUSTOMER: please check again | Turn 14: AGENT: happy to resolve this | Turn 15: CUSTOMER: okay that helps | Turn 16: AGENT: happy to resolve this | Turn 17: CUSTOMER: I waited so long | Turn 18: AGENT: let me check that for you | Turn 19: CUSTOMER: please check again | Turn 20: AGENT: I apologize for the inconvenience | Turn 21: CUSTOMER: this is taking too long | Turn 22: AGENT: your issue is important to us | Turn 23: CUSTOMER: this is taking too long | Turn 24: AGENT: I will resolve this for you | Turn 25: CUSTOMER: I don't understand the problem | Turn 26: AGENT: glad to help | Turn 27: CUSTOMER: I need this resolved today | Turn 28: AGENT: I will escalate this | Turn 29: CUSTOMER: my issue is still not fixed | Turn 30: AGENT: I appreciate your patience | Turn 31: CUSTOMER: I am getting upset now | Turn 32: AGENT: we will fix this | Turn 33: CUSTOMER: this should not happen | Turn 34: AGENT: thanks for waiting | Turn 35: CUSTOMER: my issue is still not fixed | Turn 36: AGENT: I will escalate this | Turn 37: CUSTOMER: this should not happen,1,low,unresolved,no,flat
218,subscription,551,1.09,45,Turn 1: CUSTOMER: please check again | Turn 2: AGENT: glad to help | Turn 3: CUSTOMER: this should not happen | Turn 4: AGENT: I am looking into your issue | Turn 5: CUSTOMER: this is taking too long | Turn 6: AGENT: I can help you with that | Turn 7: CUSTOMER: can you please help me | Turn 8: AGENT: I completely understand | Turn 9: CUSTOMER: I am not happy with the service | Turn 10: AGENT: let me check that for you | Turn 11: CUSTOMER: I waited so long | Turn 12: AGENT: I am looking into your issue | Turn 13: CUSTOMER: thanks for the support | Turn 14: AGENT: happy to resolve this | Turn 15: CUSTOMER: this is annoying honestly | Turn 16: AGENT: let me check that for you | Turn 17: CUSTOMER: I already tried that | Turn 18: AGENT: I will resolve this for you | Turn 19: CUSTOMER: I am not happy with the service | Turn 20: AGENT: we are working on it | Turn 21: CUSTOMER: nothing is working | Turn 22: AGENT: I can help you with that | Turn 23: CUSTOMER: please check again | Turn 24: AGENT: I apologize for the inconvenience | Turn 25: CUSTOMER: I waited so long | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: third time calling | Turn 28: AGENT: your issue is important to us | Turn 29: CUSTOMER: thanks that solved it | Turn 30: AGENT: thank you for your patience | Turn 31: CUSTOMER: I already tried that | Turn 32: AGENT: I am looking into your issue | Turn 33: CUSTOMER: thanks that solved it | Turn 34: AGENT: glad to help | Turn 35: CUSTOMER: I waited so long | Turn 36: AGENT: is there anything else | Turn 37: CUSTOMER: thanks for the support | Turn 38: AGENT: I completely understand | Turn 39: CUSTOMER: I need this resolved today | Turn 40: AGENT: I can help you with that | Turn 41: CUSTOMER: I called yesterday also | Turn 42: AGENT: I understand your frustration | Turn 43: CUSTOMER: nothing is working | Turn 44: AGENT: your issue is important to us | Turn 45: CUSTOMER: I called yesterday also,5,high,resolved,no,fall
1980,complaint,586,1.2,46,Turn 1: CUSTOMER: this is annoying honestly | Turn 2: AGENT: glad to help | Turn 3: CUSTOMER: this is annoying honestly | Turn 4: AGENT: I am looking into your issue | Turn 5: CUSTOMER: this keeps happening | Turn 6: AGENT: I appreciate your patience | Turn 7: CUSTOMER: I called yesterday also | Turn 8: AGENT: I will resolve this for you | Turn 9: CUSTOMER: this is really frustrating | Turn 10: AGENT: I can help you with that | Turn 11: CUSTOMER: I am not happy with the service | Turn 12: AGENT: glad to help | Turn 13: CUSTOMER: my issue is still not fixed | Turn 14: AGENT: I completely understand | Turn 15: CUSTOMER: thanks that solved it | Turn 16: AGENT: sorry for the trouble | Turn 17: CUSTOMER: this keeps happening | Turn 18: AGENT: I will escalate this | Turn 19: CUSTOMER: really appreciate your help | Turn 20: AGENT: I completely understand | Turn 21: CUSTOMER: this should not happen | Turn 22: AGENT: I appreciate your patience | Turn 23: CUSTOMER: please check again | Turn 24: AGENT: thank you for calling | Turn 25: CUSTOMER: why is this happening again | Turn 26: AGENT: I am looking into your issue | Turn 27: CUSTOMER: still confused | Turn 28: AGENT: let me check that for you | Turn 29: CUSTOMER: I don't understand the problem | Turn 30: AGENT: let me verify your details | Turn 31: CUSTOMER: this keeps happening | Turn 32: AGENT: is there anything else | Turn 33: CUSTOMER: thanks that solved it | Turn 34: AGENT: I am looking into your issue | Turn 35: CUSTOMER: okay that helps | Turn 36: AGENT: I can help you with that | Turn 37: CUSTOMER: why is this happening again | Turn 38: AGENT: glad to help | Turn 39: CUSTOMER: this is annoying honestly | Turn 40: AGENT: sorry for the trouble | Turn 41: CUSTOMER: I waited so long | Turn 42: AGENT: I will escalate this | Turn 43: CUSTOMER: this should not happen | Turn 44: AGENT: I can help you with that | Turn 45: CUSTOMER: thanks that solved it | Turn 46: AGENT: I can help you with that,3,medium,resolved,yes,v_shape
2136,delivery,300,0.6,45,Turn 1: CUSTOMER: this is taking too long | Turn 2: AGENT: please hold for a moment | Turn 3: CUSTOMER: I called yesterday also | Turn 4: AGENT: let me verify your details | Turn 5: CUSTOMER: nothing is working | Turn 6: AGENT: I can help you with that | Turn 7: CUSTOMER: I need this resolved today | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: this is taking too long | Turn 10: AGENT: I am looking into your issue | Turn 11: CUSTOMER: this is annoying honestly | Turn 12: AGENT: I apologize for the inconvenience | Turn 13: CUSTOMER: nothing is working | Turn 14: AGENT: please hold for a moment | Turn 15: CUSTOMER: this is really frustrating | Turn 16: AGENT: this should work now | Turn 17: CUSTOMER: this is really frustrating | Turn 18: AGENT: I completely understand | Turn 19: CUSTOMER: I am getting upset now | Turn 20: AGENT: I apologize for the inconvenience | Turn 21: CUSTOMER: this is annoying honestly | Turn 22: AGENT: I completely understand | Turn 23: CUSTOMER: this keeps happening | Turn 24: AGENT: this should work now | Turn 25: CUSTOMER: I am not happy with the service | Turn 26: AGENT: happy to resolve this | Turn 27: CUSTOMER: please check again | Turn 28: AGENT: I completely understand | Turn 29: CUSTOMER: I need this resolved today | Turn 30: AGENT: I will resolve this for you | Turn 31: CUSTOMER: this is taking too long | Turn 32: AGENT: thank you for calling | Turn 33: CUSTOMER: this makes no sense | Turn 34: AGENT: this should work now | Turn 35: CUSTOMER: I waited so long | Turn 36: AGENT: this should work now | Turn 37: CUSTOMER: please check again | Turn 38: AGENT: happy to resolve this | Turn 39: CUSTOMER: this is really frustrating | Turn 40: AGENT: thanks for waiting | Turn 41: CUSTOMER: why is this happening again | Turn 42: AGENT: we are working on it | Turn 43: CUSTOMER: this keeps happening | Turn 44: AGENT: sorry for the trouble | Turn 45: CUSTOMER: this is really frustrating,1,low,unresolved,no,v_shape
2317,refund,469,1.09,47,Turn 1: CUSTOMER: I need this resolved today | Turn 2: AGENT: thanks for waiting | Turn 3: CUSTOMER: finally someone answered | Turn 4: AGENT: we will fix this | Turn 5: CUSTOMER: thanks for the support | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: okay that helps | Turn 8: AGENT: let me verify your details | Turn 9: CUSTOMER: thanks for the support | Turn 10: AGENT: I will escalate this | Turn 11: CUSTOMER: this keeps happening | Turn 12: AGENT: this should work now | Turn 13: CUSTOMER: I need this resolved today | Turn 14: AGENT: is there anything else | Turn 15: CUSTOMER: I already tried that | Turn 16: AGENT: I appreciate your patience | Turn 17: CUSTOMER: I waited so long | Turn 18: AGENT: let me verify your details | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: sorry for the trouble | Turn 21: CUSTOMER: can you please help me | Turn 22: AGENT: we are working on it | Turn 23: CUSTOMER: this makes no sense | Turn 24: AGENT: is there anything else | Turn 25: CUSTOMER: really appreciate your help | Turn 26: AGENT: thank you for calling | Turn 27: CUSTOMER: thanks for the support | Turn 28: AGENT: thank you for calling | Turn 29: CUSTOMER: I already tried that | Turn 30: AGENT: glad to help | Turn 31: CUSTOMER: I called yesterday also | Turn 32: AGENT: I can help you with that | Turn 33: CUSTOMER: still confused | Turn 34: AGENT: happy to resolve this | Turn 35: CUSTOMER: I need this resolved today | Turn 36: AGENT: we will fix this | Turn 37: CUSTOMER: third time calling | Turn 38: AGENT: we will fix this | Turn 39: CUSTOMER: finally someone answered | Turn 40: AGENT: please hold for a moment | Turn 41: CUSTOMER: finally someone answered | Turn 42: AGENT: thank you for calling | Turn 43: CUSTOMER: this is annoying honestly | Turn 44: AGENT: I understand your frustration | Turn 45: CUSTOMER: finally someone answered | Turn 46: AGENT: thank you for calling | Turn 47: CUSTOMER: I called yesterday also,4,high,resolved,no,rise
150,complaint,315,0.65,41,Turn 1: CUSTOMER: I don't understand the problem | Turn 2: AGENT: I will resolve this for you | Turn 3: CUSTOMER: I already tried that | Turn 4: AGENT: is there anything else | Turn 5: CUSTOMER: I don't understand the problem | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: really appreciate your help | Turn 8: AGENT: I will escalate this | Turn 9: CUSTOMER: this is annoying honestly | Turn 10: AGENT: please hold for a moment | Turn 11: CUSTOMER: can you please help me | Turn 12: AGENT: please hold for a moment | Turn 13: CUSTOMER: I called yesterday also | Turn 14: AGENT: happy to resolve this | Turn 15: CUSTOMER: this makes no sense | Turn 16: AGENT: let me check that for you | Turn 17: CUSTOMER: really appreciate your help | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: thanks that solved it | Turn 20: AGENT: I can help you with that | Turn 21: CUSTOMER: I already tried that | Turn 22: AGENT: I will escalate this | Turn 23: CUSTOMER: I am getting upset now | Turn 24: AGENT: thank you for your patience | Turn 25: CUSTOMER: can you please help me | Turn 26: AGENT: I appreciate your patience | Turn 27: CUSTOMER: really appreciate your help | Turn 28: AGENT: sorry for the trouble | Turn 29: CUSTOMER: I don't understand the problem | Turn 30: AGENT: please hold for a moment | Turn 31: CUSTOMER: this makes no sense | Turn 32: AGENT: sorry for the trouble | Turn 33: CUSTOMER: really appreciate your help | Turn 34: AGENT: happy to resolve this | Turn 35: CUSTOMER: okay that helps | Turn 36: AGENT: I will resolve this for you | Turn 37: CUSTOMER: I am not happy with the service | Turn 38: AGENT: we are working on it | Turn 39: CUSTOMER: I am not happy with the service | Turn 40: AGENT: I will escalate this | Turn 41: CUSTOMER: this is taking too long,4,high,resolved,no,fall
1715,network,363,0.9,25,Turn 1: CUSTOMER: this is annoying honestly | Turn 2: AGENT: let me check that for you | Turn 3: CUSTOMER: I need this resolved today | Turn 4: AGENT: this should work now | Turn 5: CUSTOMER: really appreciate your help | Turn 6: AGENT: thank you for your patience | Turn 7: CUSTOMER: my issue is still not fixed | Turn 8: AGENT: thank you for calling | Turn 9: CUSTOMER: I waited so long | Turn 10: AGENT: we will fix this | Turn 11: CUSTOMER: okay that helps | Turn 12: AGENT: let me check that for you | Turn 13: CUSTOMER: can you please help me | Turn 14: AGENT: this should work now | Turn 15: CUSTOMER: this is annoying honestly | Turn 16: AGENT: thank you for your patience | Turn 17: CUSTOMER: okay that helps | Turn 18: AGENT: I am looking into your issue | Turn 19: CUSTOMER: I waited so long | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: I am getting upset now | Turn 22: AGENT: let me verify your details | Turn 23: CUSTOMER: this is really frustrating | Turn 24: AGENT: let me check that for you | Turn 25: CUSTOMER: this is taking too long,4,high,resolved,no,flat
718,subscription,600,1.19,38,Turn 1: CUSTOMER: I don't understand the problem | Turn 2: AGENT: I am looking into your issue | Turn 3: CUSTOMER: third time calling | Turn 4: AGENT: let me verify your details | Turn 5: CUSTOMER: I don't understand the problem | Turn 6: AGENT: I am looking into your issue | Turn 7: CUSTOMER: I waited so long | Turn 8: AGENT: we will fix this | Turn 9: CUSTOMER: I waited so long | Turn 10: AGENT: sorry for the trouble | Turn 11: CUSTOMER: I need this resolved today | Turn 12: AGENT: this should work now | Turn 13: CUSTOMER: my issue is still not fixed | Turn 14: AGENT: happy to resolve this | Turn 15: CUSTOMER: thanks that solved it | Turn 16: AGENT: glad to help | Turn 17: CUSTOMER: this is really frustrating | Turn 18: AGENT: I apologize for the inconvenience | Turn 19: CUSTOMER: thanks that solved it | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: nothing is working | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: I already tried that | Turn 24: AGENT: I will escalate this | Turn 25: CUSTOMER: this should not happen | Turn 26: AGENT: thank you for your patience | Turn 27: CUSTOMER: this keeps happening | Turn 28: AGENT: glad to help | Turn 29: CUSTOMER: why is this happening again | Turn 30: AGENT: this should work now | Turn 31: CUSTOMER: please check again | Turn 32: AGENT: let me check that for you | Turn 33: CUSTOMER: this is really frustrating | Turn 34: AGENT: thanks for waiting | Turn 35: CUSTOMER: I need this resolved today | Turn 36: AGENT: we are working on it | Turn 37: CUSTOMER: this is taking too long | Turn 38: AGENT: happy to resolve this,3,medium,unresolved,no,fall
126,delivery,656,1.31,32,Turn 1: CUSTOMER: third time calling | Turn 2: AGENT: this should work now | Turn 3: CUSTOMER: I waited so long | Turn 4: AGENT: I am looking into your issue | Turn 5: CUSTOMER: I don't understand the problem | Turn 6: AGENT: we will fix this | Turn 7: CUSTOMER: this should not happen | Turn 8: AGENT: happy to resolve this | Turn 9: CUSTOMER: thanks that solved it | Turn 10: AGENT: I am looking into your issue | Turn 11: CUSTOMER: third time calling | Turn 12: AGENT: please hold for a moment | Turn 13: CUSTOMER: really appreciate your help | Turn 14: AGENT: thank you for your patience | Turn 15: CUSTOMER: I am getting upset now | Turn 16: AGENT: I will escalate this | Turn 17: CUSTOMER: third time calling | Turn 18: AGENT: I completely understand | Turn 19: CUSTOMER: thanks that solved it | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: why is this happening again | Turn 22: AGENT: your issue is important to us | Turn 23: CUSTOMER: third time calling | Turn 24: AGENT: I apologize for the inconvenience | Turn 25: CUSTOMER: this makes no sense | Turn 26: AGENT: thanks for waiting | Turn 27: CUSTOMER: still confused | Turn 28: AGENT: I appreciate your patience | Turn 29: CUSTOMER: I am not happy with the service | Turn 30: AGENT: I will escalate this | Turn 31: CUSTOMER: can you please help me | Turn 32: AGENT: happy to resolve this,2,low,unresolved,no,fall
1943,account,550,1.31,49,Turn 1: CUSTOMER: still confused | Turn 2: AGENT: we are working on it | Turn 3: CUSTOMER: third time calling | Turn 4: AGENT: glad to help | Turn 5: CUSTOMER: please check again | Turn 6: AGENT: I can help you with that | Turn 7: CUSTOMER: okay that helps | Turn 8: AGENT: we are working on it | Turn 9: CUSTOMER: please check again | Turn 10: AGENT: let me check that for you | Turn 11: CUSTOMER: this keeps happening | Turn 12: AGENT: sorry for the trouble | Turn 13: CUSTOMER: this keeps happening | Turn 14: AGENT: I am looking into your issue | Turn 15: CUSTOMER: thanks that solved it | Turn 16: AGENT: thank you for your patience | Turn 17: CUSTOMER: still confused | Turn 18: AGENT: I can help you with that | Turn 19: CUSTOMER: this should not happen | Turn 20: AGENT: I appreciate your patience | Turn 21: CUSTOMER: this is annoying honestly | Turn 22: AGENT: I will resolve this for you | Turn 23: CUSTOMER: still confused | Turn 24: AGENT: your issue is important to us | Turn 25: CUSTOMER: I called yesterday also | Turn 26: AGENT: sorry for the trouble | Turn 27: CUSTOMER: I called yesterday also | Turn 28: AGENT: thank you for your patience | Turn 29: CUSTOMER: third time calling | Turn 30: AGENT: I will resolve this for you | Turn 31: CUSTOMER: finally someone answered | Turn 32: AGENT: I will escalate this | Turn 33: CUSTOMER: why is this happening again | Turn 34: AGENT: let me verify your details | Turn 35: CUSTOMER: third time calling | Turn 36: AGENT: your issue is important to us | Turn 37: CUSTOMER: I am getting upset now | Turn 38: AGENT: I will resolve this for you | Turn 39: CUSTOMER: my issue is still not fixed | Turn 40: AGENT: let me verify your details | Turn 41: CUSTOMER: thanks for the support | Turn 42: AGENT: we are working on it | Turn 43: CUSTOMER: third time calling | Turn 44: AGENT: let me verify your details | Turn 45: CUSTOMER: still confused | Turn 46: AGENT: we will fix this | Turn 47: CUSTOMER: finally someone answered | Turn 48: AGENT: I appreciate your patience | Turn 49: CUSTOMER: this is annoying honestly,4,high,resolved,no,flat
547,refund,302,0.7,33,Turn 1: CUSTOMER: finally someone answered | Turn 2: AGENT: thanks for waiting | Turn 3: CUSTOMER: thanks that solved it | Turn 4: AGENT: let me verify your details | Turn 5: CUSTOMER: I need this resolved today | Turn 6: AGENT: thank you for calling | Turn 7: CUSTOMER: I waited so long | Turn 8: AGENT: I understand your frustration | Turn 9: CUSTOMER: I am not happy with the service | Turn 10: AGENT: glad to help | Turn 11: CUSTOMER: I don't understand the problem | Turn 12: AGENT: I apologize for the inconvenience | Turn 13: CUSTOMER: my issue is still not fixed | Turn 14: AGENT: this should work now | Turn 15: CUSTOMER: why is this happening again | Turn 16: AGENT: I understand your frustration | Turn 17: CUSTOMER: I don't understand the problem | Turn 18: AGENT: is there anything else | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: we are working on it | Turn 21: CUSTOMER: why is this happening again | Turn 22: AGENT: I will resolve this for you | Turn 23: CUSTOMER: still confused | Turn 24: AGENT: thank you for your patience | Turn 25: CUSTOMER: this makes no sense | Turn 26: AGENT: let me check that for you | Turn 27: CUSTOMER: this is really frustrating | Turn 28: AGENT: happy to resolve this | Turn 29: CUSTOMER: I already tried that | Turn 30: AGENT: glad to help | Turn 31: CUSTOMER: my issue is still not fixed | Turn 32: AGENT: thank you for calling | Turn 33: CUSTOMER: this is really frustrating,4,high,resolved,no,flat
1528,subscription,609,1.2,45,Turn 1: CUSTOMER: I am getting upset now | Turn 2: AGENT: I understand your frustration | Turn 3: CUSTOMER: I don't understand the problem | Turn 4: AGENT: I appreciate your patience | Turn 5: CUSTOMER: this is annoying honestly | Turn 6: AGENT: let me verify your details | Turn 7: CUSTOMER: this is really frustrating | Turn 8: AGENT: thank you for your patience | Turn 9: CUSTOMER: this makes no sense | Turn 10: AGENT: I am looking into your issue | Turn 11: CUSTOMER: okay that helps | Turn 12: AGENT: sorry for the trouble | Turn 13: CUSTOMER: my issue is still not fixed | Turn 14: AGENT: is there anything else | Turn 15: CUSTOMER: nothing is working | Turn 16: AGENT: is there anything else | Turn 17: CUSTOMER: really appreciate your help | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: I waited so long | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: this should not happen | Turn 22: AGENT: thank you for your patience | Turn 23: CUSTOMER: okay that helps | Turn 24: AGENT: please hold for a moment | Turn 25: CUSTOMER: this should not happen | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: I waited so long | Turn 28: AGENT: let me verify your details | Turn 29: CUSTOMER: I called yesterday also | Turn 30: AGENT: this should work now | Turn 31: CUSTOMER: I already tried that | Turn 32: AGENT: I understand your frustration | Turn 33: CUSTOMER: can you please help me | Turn 34: AGENT: we are working on it | Turn 35: CUSTOMER: can you please help me | Turn 36: AGENT: sorry for the trouble | Turn 37: CUSTOMER: this should not happen | Turn 38: AGENT: we are working on it | Turn 39: CUSTOMER: can you please help me | Turn 40: AGENT: thank you for your patience | Turn 41: CUSTOMER: nothing is working | Turn 42: AGENT: I understand your frustration | Turn 43: CUSTOMER: please check again | Turn 44: AGENT: I appreciate your patience | Turn 45: CUSTOMER: really appreciate your help,5,high,resolved,no,v_shape
2356,delivery,637,1.27,48,Turn 1: CUSTOMER: please check again | Turn 2: AGENT: I will escalate this | Turn 3: CUSTOMER: this makes no sense | Turn 4: AGENT: I can help you with that | Turn 5: CUSTOMER: I don't understand the problem | Turn 6: AGENT: glad to help | Turn 7: CUSTOMER: still confused | Turn 8: AGENT: please hold for a moment | Turn 9: CUSTOMER: why is this happening again | Turn 10: AGENT: I completely understand | Turn 11: CUSTOMER: thanks for the support | Turn 12: AGENT: I will escalate this | Turn 13: CUSTOMER: this makes no sense | Turn 14: AGENT: this should work now | Turn 15: CUSTOMER: I am not happy with the service | Turn 16: AGENT: thank you for your patience | Turn 17: CUSTOMER: can you please help me | Turn 18: AGENT: I will resolve this for you | Turn 19: CUSTOMER: I am getting upset now | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: this is annoying honestly | Turn 22: AGENT: thanks for waiting | Turn 23: CUSTOMER: really appreciate your help | Turn 24: AGENT: I appreciate your patience | Turn 25: CUSTOMER: why is this happening again | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: finally someone answered | Turn 28: AGENT: this should work now | Turn 29: CUSTOMER: I am not happy with the service | Turn 30: AGENT: please hold for a moment | Turn 31: CUSTOMER: I am getting upset now | Turn 32: AGENT: sorry for the trouble | Turn 33: CUSTOMER: third time calling | Turn 34: AGENT: happy to resolve this | Turn 35: CUSTOMER: this makes no sense | Turn 36: AGENT: I appreciate your patience | Turn 37: CUSTOMER: I already tried that | Turn 38: AGENT: happy to resolve this | Turn 39: CUSTOMER: I am getting upset now | Turn 40: AGENT: happy to resolve this | Turn 41: CUSTOMER: I am getting upset now | Turn 42: AGENT: I can help you with that | Turn 43: CUSTOMER: this makes no sense | Turn 44: AGENT: I appreciate your patience | Turn 45: CUSTOMER: this is taking too long | Turn 46: AGENT: please hold for a moment | Turn 47: CUSTOMER: this is taking too long | Turn 48: AGENT: is there anything else,4,high,resolved,no,v_shape
